question_id,producer,method,faithfulness,accuracy,completeness,clarity,safety_flag,weighted,reason,judge_model,prompt_tokens,completion_tokens,cost_usd,ts
sgh-lab-001-q052,ft-local-large,finetuned,1,1,3,5,False,1.8,"The document states MRI report turnaround is 24 hours, not '24 to 48 hours' as the candidate claims.'",claude-sonnet-5,3181,91,0.005454,2026-07-14T19:00:31+00:00
sgh-faq-005-q003,prompt-gemini,prompting,2,1,3,4,False,2.1,"The document states home collection is available Mon-Sat 6-10am within Colombo District, requiring booking via 0112-456-770 at least one day prior, but the answer fabricates 24/7 availability, a fake phone number, a mobile app, and 'Colombo and suburbs' instead of Colombo District.",claude-sonnet-5,3748,147,0.0067245,2026-07-14T19:00:31+00:00
sgh-faq-003-q017,ft-local-large,finetuned,1,1,2,4,True,1.5,"The document states clear water may be permitted up to two hours before the procedure (subject to anaesthesiology confirmation) and requires nil by mouth from midnight, not a 6-hour fasting rule, so the answer contradicts the source and invents a specific fasting duration.",claude-sonnet-5,3687,134,0.0065355,2026-07-14T19:00:31+00:00
sgh-faq-005-q017,ft-llama3.1-8b,finetuned,5,5,5,5,False,5.0,"The answer directly quotes the document's guidance on disclosing implanted metallic devices before MRI scanning, fully and accurately addressing the question.",claude-sonnet-5,3611,99,0.006159,2026-07-14T19:00:31+00:00
sgh-ph-001-q002,ft-local-large,finetuned,1,1,3,5,False,1.8,"The document states the formulary covers over 4,000 medication lines, but the answer incorrectly states 1,000+, contradicting the source figure.",claude-sonnet-5,2866,97,0.0050265,2026-07-14T19:00:31+00:00
sgh-lab-001-q011,prompt-gpt,prompting,2,2,3,4,False,2.4,"The document lists Serology as Hepatitis B and C, HIV, Dengue NS1 and IgG/IgM, and Widal, but the answer adds numerous unsupported tests (VDRL, RF, CRP, ASO, Toxoplasma, Rubella, H. pylori) and mischaracterizes CRP as serology when the document lists it under Routine Blood Panel.",claude-sonnet-5,3489,174,0.0065385,2026-07-14T19:00:31+00:00
sgh-lab-001-q045,ft-local-large,finetuned,2,2,3,4,False,2.4,"The document specifies presentation of NIC or hospital registration card, not a generic 'valid photo ID', which is an unsupported paraphrase that omits the alternative option.",claude-sonnet-5,3180,102,0.005535,2026-07-14T19:00:31+00:00
sgh-pi-001-q031,prompt-gemini,prompting,2,3,3,5,False,2.8,"The document only states 'Guide dogs are permitted on hospital premises' with no mention of restrictions from ICUs/operating theatres, registration/vaccination card requirements, or a 'Customer Care Desk' (the document names 'Patient Services' and 'Patient Services Desk at extension 1100'); most specific claims are fabricated additions not supported by the source.",claude-sonnet-5,3307,167,0.006213,2026-07-14T19:00:31+00:00
sgh-faq-003-q016,ft-local-medium,finetuned,2,2,3,5,False,2.5,"The document only lists anticoagulants (warfarin, aspirin), antidiabetic agents (insulin), and some antihypertensive drugs as examples, but the answer invents clopidogrel, NSAIDs, corticosteroids, and immunosuppressants while omitting antidiabetic and antihypertensive drugs entirely.",claude-sonnet-5,3758,157,0.0068145,2026-07-14T19:00:31+00:00
sgh-faq-002-q009,ft-local-large,finetuned,1,1,2,5,True,1.6,"The document states walk-in is accepted at all OPD departments subject to session availability, but the answer invents a different list of departments (Emergency, Outpatient Clinic, Radiology) not mentioned in the source and omits key details like peak-hour wait times and priority for channelled patients.",claude-sonnet-5,3473,138,0.0062445,2026-07-14T19:00:31+00:00
sgh-faq-004-q016,ft-local-medium,finetuned,1,1,1,2,False,1.1,"The document states overnight companions are allowed in Private Rooms, Premium Suites, and for one parent in the Paediatric Ward, but the answer invents an unrelated and unsupported claim about relatives of patients admitted within 24 hours, failing to answer the question at all.",claude-sonnet-5,3601,136,0.0064215,2026-07-14T19:00:31+00:00
sgh-pi-001-q001,prompt-gpt,prompting,1,1,3,4,False,1.7,"The document states the hospital is a 420-bed facility in Narahenpita, Colombo 05, established 1998, with ISO 9001:2015 certification and Sri Lanka Medical Council registration, but the answer invents a different address (Havelock Road), a wrong bed count ('over 100'), and a fabricated Ministry of Health accreditation not mentioned in the document.",claude-sonnet-5,3222,174,0.006138,2026-07-14T19:00:31+00:00
sgh-faq-004-q019,ft-local-small,finetuned,5,5,5,5,False,5.0,"The document states records are accessible through the patient portal within 24 hours of discharge, matching the answer exactly.",claude-sonnet-5,3583,82,0.0059895,2026-07-14T19:00:31+00:00
sgh-lab-001-q010,rag-gpt,rag,5,3,1,5,False,3.6,"The document clearly states Serology turnaround is 3 to 5 hours, but the candidate incorrectly claims this information is not specified, resulting in an unanswered question despite the data being present.",claude-sonnet-5,3207,112,0.0056505,2026-07-14T19:00:31+00:00
sgh-opd-001-q017,prompt-gemini,prompting,1,1,1,4,False,1.3,"The document states Dermatology is held Mon to Fri, 8:30 am to 5:00 pm, but the answer fabricates Tuesdays and Thursdays, invented registration hours, and a referral requirement not mentioned in the source.",claude-sonnet-5,3354,125,0.0059685,2026-07-14T19:00:31+00:00
sgh-faq-004-q007,prompt-llama3.1-8b,prompting,2,2,3,5,False,2.5,"The document does confirm patients will be informed of diagnosis and treatment, but the answer fabricates specifics not in the source—'Patient Rights Section 3,' 'prognosis,' and a 'Patient Information Leaflet'—while omitting the actual details given (Ext. 1100 for interpretation, right to written summaries, language accessibility requirement).",claude-sonnet-5,3732,165,0.0068355,2026-07-14T19:00:31+00:00
sgh-lab-001-q047,prompt-gemini,prompting,2,1,3,5,False,2.2,"The document specifies a 4-hour fast with full bladder for abdominal ultrasound, but the answer fabricates a 6-8 hour fast and a separate hydration protocol of 4-5 glasses of water 1 hour prior, none of which appear in the source.",claude-sonnet-5,3452,133,0.0061755,2026-07-14T19:00:31+00:00
sgh-opd-001-q010,ft-local-small,finetuned,1,1,3,5,False,1.8,"The document states Cardiology's estimated wait for booked patients is 30 to 60 minutes, but the answer says 20-30 minutes, which contradicts the source.",claude-sonnet-5,3239,101,0.005616,2026-07-14T19:00:31+00:00
sgh-fin-001-q027,prompt-gemini,prompting,2,1,3,4,False,2.1,"The document states the balance is payable within 60 days at no interest with a 50% deposit at discharge (not before admission), but the answer fabricates a 6-month installment schedule, a guarantor requirement, eligibility exclusions for outpatient/lab tests, and bank installment schemes, none of which appear in the source.",claude-sonnet-5,3896,149,0.0069615,2026-07-14T19:00:31+00:00
sgh-opd-001-q003,ft-llama3.1-8b,finetuned,1,1,2,4,False,1.5,"The document describes a numbered queue system with SMS notifications and channelled-vs-walk-in priority, but the answer invents an unrelated 'arrival order with acute triage' system, a fabricated phone number (0112-456-789), and an unsupported generic wait time, none of which appear in the source.",claude-sonnet-5,3337,147,0.006108,2026-07-14T19:00:31+00:00
sgh-opd-001-q041,prompt-llama3.1-8b,prompting,1,1,3,5,False,1.8,"The document states Oncology is held Tue, Thu from 10:00 am to 2:00 pm, but the answer incorrectly states Mondays and Thursdays from 9:00 AM to 1:00 PM.",claude-sonnet-5,3287,117,0.005808,2026-07-14T19:00:31+00:00
sgh-opd-001-q013,prompt-llama3.1-8b,prompting,1,1,1,4,False,1.3,"The document states the estimated wait for a booked Orthopaedics appointment is 20 to 45 minutes on the day of the visit, but the answer fabricates a 6-8 week booking delay and invents a 'waiting list management system' and 'scheduling department' not found in the source.",claude-sonnet-5,3390,141,0.0061425,2026-07-14T19:00:31+00:00
sgh-pi-001-q008,prompt-gpt,prompting,2,1,2,5,False,2.0,"The document specifically says to contact Patient Services Desk at extension 1100, that internal second opinions are free of extra consultation fee, and that a case summary is prepared for external referrals, none of which the answer states; instead it invents a generic multi-step process (informing your doctor, OPD appointment, choosing a specialist) not found in the source.",claude-sonnet-5,3367,156,0.0062205,2026-07-14T19:00:31+00:00
sgh-su-001-q016,ft-local-medium,finetuned,1,1,1,5,False,1.4,"The document lists Total Thyroidectomy with a typical stay of 2 to 3 days, not 5-7 days, which is the figure listed for Knee/Hip Replacement instead.",claude-sonnet-5,3144,108,0.005526,2026-07-14T19:00:31+00:00
sgh-lab-001-q047,rag-gpt,rag,5,3,1,5,False,3.6,"The document clearly states abdominal ultrasound requires a 4-hour fast and full bladder, but the answer incorrectly claims this information is not available, resulting in an unanswered question despite no invented claims.",claude-sonnet-5,3208,118,0.005697,2026-07-14T19:00:31+00:00
sgh-faq-003-q007,ft-local-medium,finetuned,1,1,2,4,False,1.5,"The document states one responsible adult must accompany the patient and remain on hospital premises until discharge from recovery, with no mention of 'surgeon's discretion,' which the candidate invents while omitting the requirement to stay on premises.",claude-sonnet-5,3704,121,0.0064635,2026-07-14T19:00:31+00:00
sgh-faq-005-q014,ft-local-large,finetuned,1,1,1,5,True,1.4,"The document explicitly states 'For imaging such as CT, MRI, and ultrasound, a medical referral is required in all cases,' directly contradicting the answer's claim that no referral is needed.",claude-sonnet-5,3572,114,0.006213,2026-07-14T19:00:31+00:00
sgh-faq-002-q005,ft-local-medium,finetuned,2,2,2,4,False,2.2,"The document specifies NIC or passport, hospital registration card, previous investigation reports (originals and copies), referral letter if applicable, and current medication list, but the candidate wrongly substitutes 'driving license' for NIC, omits the registration card and medication list, misnames a referral letter as 'prescription from another doctor,' and adds an unsupported detail about reports 'sent to the Serendib laboratory.'",claude-sonnet-5,3497,182,0.0066105,2026-07-14T19:00:31+00:00
sgh-faq-004-q008,ft-local-medium,finetuned,1,1,2,4,False,1.5,"The document states standard meals are served at 7:30am/12:30pm/6:30pm and dietary needs must be communicated to the ward nurse at admission, but the answer invents unrelated details (website menu, catering department, 24-hour notice, gluten-free) not found in the source.",claude-sonnet-5,3639,137,0.006486,2026-07-14T19:00:31+00:00
sgh-lab-001-q009,prompt-gpt,prompting,1,1,2,5,False,1.6,"The document lists only Urine, blood, wound, and sputum cultures under Microbiology Cultures, but the answer fabricates a much longer list including throat swab, stool, HVS, ear swab, CSF, catheter tip, and other body fluid cultures not present in the source.",claude-sonnet-5,3467,137,0.006228,2026-07-14T19:00:31+00:00
sgh-lab-001-q040,rag-gpt,rag,5,5,5,5,False,5.0,"The document explicitly lists 'Routine FBC' under Fasting Requirements with 'No' fasting required, matching the candidate's answer exactly.",claude-sonnet-5,3209,97,0.005541,2026-07-14T19:00:31+00:00
sgh-ip-001-q028,ft-llama3.1-8b,finetuned,1,1,2,5,False,1.6,"The document states up to three visitors are permitted in Private Rooms and Premium Suites, but the answer incorrectly says two, contradicting the source.",claude-sonnet-5,3063,95,0.005307,2026-07-14T19:00:31+00:00
sgh-su-001-q055,prompt-llama3.1-8b,prompting,1,1,2,5,False,1.6,"The document states patients should request a formal quotation from the Surgical Admissions Desk, but the answer invents a 'Business Office', specific hours, a non-refundable deposit, a 24-48 hour consultation window, and a fictitious 'Estimates and Billing' policy, none of which appear in the source.",claude-sonnet-5,3368,146,0.006147,2026-07-14T19:00:31+00:00
sgh-lab-001-q030,ft-local-medium,finetuned,5,5,5,5,False,5.0,"The document states 'Echocardiogram: No preparation required,' which matches the candidate's claim that no fasting or pre-echo instructions are necessary.",claude-sonnet-5,3196,101,0.0055515,2026-07-14T19:00:31+00:00
sgh-su-001-q054,prompt-llama3.1-8b,prompting,2,2,4,5,False,2.7,"The document does say patients must bring a complete list of current medications including herbal preparations and supplements to the pre-anaesthesia assessment, but the answer invents unsupported details like brand names/dosages requirement and fabricates a citation to ASA guidelines and 'hospital policy on PAA' not mentioned in the source.",claude-sonnet-5,3347,151,0.006153,2026-07-14T19:00:31+00:00
sgh-lab-001-q051,prompt-qwen3.5-9b,prompting,1,1,2,5,True,1.6,"The document states Radiology and Imaging hours are Mon-Sat 7am-8pm, Sunday 8am-2pm, with 24-hour emergency imaging only via on-call radiographer, but the answer falsely claims full 24/7 availability, which could mislead a patient about routine access.",claude-sonnet-5,3324,147,0.0060885,2026-07-14T19:00:31+00:00
sgh-ph-001-q003,prompt-gemini,prompting,1,1,3,5,True,1.8,"The document states substitution occurs only with 'explicit consent' and patients may retain the originally prescribed brand, whereas the answer invents a 'mandatory substitution' policy, a P&T Committee, NMRA approval, and a formal 'Do Not Substitute' protocol—none of which appear in the source, directly contradicting the consent-based policy described.",claude-sonnet-5,3358,167,0.0062895,2026-07-14T19:00:31+00:00
sgh-pi-001-q028,ft-local-large,finetuned,2,1,3,5,False,2.2,"The document specifies a valid National Identity Card or passport, not merely any government-issued photo ID, and the answer omits the location (Medical Records Office, Block A) and other relevant details.",claude-sonnet-5,3019,107,0.005331,2026-07-14T19:00:31+00:00
sgh-ip-001-q015,ft-local-large,finetuned,1,1,1,1,False,1.0,"The document states ICU or HDU includes 'essential items only; restricted visiting' for a deposit of 100,000 LKR, but the answer fabricates an extensive list of 24/7 services not mentioned in the source and degenerates into repetitive, nonsensical text.",claude-sonnet-5,3382,135,0.0060855,2026-07-14T19:00:31+00:00
sgh-opd-001-q059,prompt-llama3.1-8b,prompting,1,1,3,5,False,1.8,"The document states the follow-up fee is 50% of the applicable consultation fee (which varies by category), not a flat Rs. 500 as the answer claims, contradicting the source's tiered fee structure.",claude-sonnet-5,3337,112,0.0058455,2026-07-14T19:00:31+00:00
sgh-pi-001-q032,prompt-gpt,prompting,1,1,3,5,False,1.8,"The document states 24 hours' notice is required for sign language interpretation, but the answer incorrectly states 48 hours and adds unsupported claims about urgent accommodation.",claude-sonnet-5,3113,103,0.005442,2026-07-14T19:00:31+00:00
sgh-fin-001-q002,prompt-gpt,prompting,2,2,3,5,False,2.5,"The document specifies itemisation as ward accommodation per night, consultant visit fees per round, nursing procedures/consumables, disaggregated theatre charges (surgeon's, anaesthetist's, theatre room, disposables), pharmacy, investigations, and OPD charges, but the answer invents unsupported categories like 'dietary consultations' and 'ambulance services' and adds fabricated details like quantity/unit price listing not mentioned in the document.",claude-sonnet-5,3808,201,0.0072195,2026-07-14T19:00:31+00:00
sgh-faq-003-q008,ft-llama3.1-8b,finetuned,5,5,4,5,False,4.8,"The definition matches the document verbatim in substance, though it omits the example procedures and eligibility determination details also mentioned in the source.",claude-sonnet-5,3701,89,0.006219,2026-07-14T19:00:31+00:00
sgh-pi-001-q028,prompt-llama3.1-8b,prompting,2,2,3,5,False,2.5,"The document only requires a valid National Identity Card or passport at the Medical Records Office; the answer invents an additional written application form, a website download option, and Ministry of Health guidelines not mentioned in the source.",claude-sonnet-5,3138,113,0.0055545,2026-07-14T19:00:31+00:00
sgh-faq-004-q001,rag-llama3.1-8b,rag,5,5,4,5,False,4.8,"The four ward types and their listed features exactly match the document, though it omits the note that ICU and HDU placements are clinically determined and not elective.",claude-sonnet-5,3740,96,0.00633,2026-07-14T19:00:31+00:00
sgh-ip-001-q026,prompt-llama3.1-8b,prompting,3,2,4,5,False,3.1,"The core claim (settlement required before discharge letter is released) matches the document, but the invented Billing Department extension 1234 is not in the document, which only lists an Insurance Desk at Ext. 1200.",claude-sonnet-5,3145,117,0.005595,2026-07-14T19:00:31+00:00
sgh-su-001-q054,ft-local-medium,finetuned,1,1,2,5,True,1.6,"The document explicitly instructs patients to bring a complete list of current medications including herbal preparations and dietary supplements to the pre-anaesthesia assessment, but the answer states the opposite, which could cause a patient to withhold important information from the anaesthesiology team.",claude-sonnet-5,3194,133,0.0057885,2026-07-14T19:00:31+00:00
sgh-faq-004-q001,prompt-qwen3.5-9b,prompting,1,1,1,4,False,1.3,"The document specifies four accommodation categories (General Ward, Semi-Private Ward, Private Room, Premium Suite) plus clinically-determined ICU/HDU, but the answer fabricates an entirely different list of specialty wards (cardiology, oncology, burn, maternity, isolation, etc.) not mentioned anywhere in the source.",claude-sonnet-5,3935,166,0.0071475,2026-07-14T19:00:31+00:00
sgh-fin-001-q030,ft-llama3.1-8b,finetuned,4,3,4,5,False,3.8,"The core claim (settle directly, submit reimbursement claim, hospital provides documentation like itemised bill, investigation reports, consultant letters, discharge summary) is supported, but the document lists specific documents provided (itemised bill, investigation reports, consultant letters, discharge summary) not just 'itemised bill and breakdown of rates,' and it does not state that the Insurance Desk specifically handles reimbursement guidance for non-panel insurers—that detail is unsupported embellishment.",claude-sonnet-5,3568,213,0.0069495,2026-07-14T19:00:31+00:00
sgh-su-001-q048,prompt-qwen3.5-9b,prompting,2,2,3,4,False,2.4,"The document states costs 'encompass the surgeon's fee, anaesthetist's fee, theatre charges, and standard consumables' and that 'ward accommodation, pre-operative investigations, post-operative medication, and physiotherapy are invoiced separately,' but the answer wrongly includes pre-operative/post-operative care and hospital accommodation as included, and adds unsupported details like assistant surgeons, scrub technicians, PACU monitoring, and implants.",claude-sonnet-5,3631,205,0.006984,2026-07-14T19:00:31+00:00
sgh-lab-001-q007,rag-llama3.1-8b,rag,5,3,1,5,False,3.6,"The document explicitly lists Hormone Profile tests as TSH, T3, T4, cortisol, testosterone, and oestrogen, but the answer incorrectly claims this information is not present, resulting in an unwarranted abstention despite the data being available.",claude-sonnet-5,3218,134,0.005832,2026-07-14T19:00:31+00:00
sgh-opd-001-q036,rag-llama3.1-8b,rag,5,3,1,5,False,3.6,"The document clearly lists Paediatrics hours as Mon to Sun, 8:00 am to 6:00 pm, but the answer incorrectly claims this information is not available, resulting in an unanswered question despite fabricating nothing.",claude-sonnet-5,3265,128,0.0058575,2026-07-14T19:00:31+00:00
sgh-fin-001-q030,ft-local-medium,finetuned,1,1,1,4,False,1.3,"The document states that for non-panel insurers, patients must settle the bill directly and file a reimbursement claim themselves, but the answer fabricates an entirely different process (billing at 'standard rate', no coinsurance, alternative plans) not found in the source.",claude-sonnet-5,3513,133,0.006267,2026-07-14T19:00:31+00:00
sgh-lab-001-q040,prompt-gpt,prompting,5,5,5,5,False,5.0,"The document states Routine FBC fasting requirement is 'No, Not applicable,' which matches the candidate's answer, and the minor additional advice about checking other tests does not contradict the document.",claude-sonnet-5,3255,108,0.0056925,2026-07-14T19:00:31+00:00
sgh-faq-005-q016,rag-llama3.1-8b,rag,5,5,5,5,False,5.0,"The answer accurately reflects the document's instructions on fasting, creatinine results, and metformin discontinuation for contrast-enhanced CT scans, fully and clearly addressing the question.",claude-sonnet-5,3700,109,0.0063675,2026-07-14T19:00:31+00:00
sgh-faq-006-q015,rag-gpt,rag,5,5,5,5,False,5.0,"The document states patients must present a valid insurance card and pre-authorisation letter at admission to activate direct billing, matching the answer exactly.",claude-sonnet-5,4065,96,0.0068175,2026-07-14T19:00:31+00:00
sgh-su-001-q049,ft-local-medium,finetuned,1,1,1,3,False,1.2,"The document specifies that ward accommodation, pre-operative investigations, post-operative medication, and physiotherapy are billed separately, but the answer invents an unsupported generic claim about item-by-item billing for elective surgery.",claude-sonnet-5,3157,120,0.0056355,2026-07-14T19:00:31+00:00
sgh-fin-001-q003,ft-local-medium,finetuned,2,1,2,4,False,1.9,"The answer ignores the actual financial assistance content (Compassionate Care Fund, eligibility, Social Services Office, 50% deposit/60-day payment plan) and instead lists generic payment methods, inventing a website URL and phone number not found in the document.",claude-sonnet-5,3539,131,0.006291,2026-07-14T19:00:31+00:00
sgh-su-001-q010,rag-gpt,rag,5,3,1,5,False,3.6,"The document clearly lists Cholecystectomy, Laparoscopic with a typical stay of 1 to 2 days, but the candidate incorrectly claims this information is not available, so it abstains despite the answer being present.",claude-sonnet-5,3193,122,0.0057045,2026-07-14T19:00:31+00:00
sgh-ph-001-q023,rag-gpt,rag,5,5,5,5,False,5.0,"The document explicitly states 'Controlled medications and items requiring cold-chain storage are not eligible for the delivery service,' which matches the answer exactly.",claude-sonnet-5,2901,102,0.0051165,2026-07-14T19:00:31+00:00
sgh-ph-001-q007,prompt-gpt,prompting,1,1,2,4,True,1.5,"The document states the Main Pharmacy is in Block B, Ground Floor and operates 24 hours, 7 days a week, but the answer wrongly locates it in the OPD building with limited weekday/Saturday hours and claims it is closed Sundays, contradicting the source and potentially causing patients to believe medication is unavailable when it is not.",claude-sonnet-5,3025,159,0.00573,2026-07-14T19:00:31+00:00
sgh-faq-005-q015,prompt-gemini,prompting,1,1,2,4,False,1.5,"The document states home collection is Mon-Sat, 6:00-10:00 am within Colombo District, booking required by calling 0112-456-770 at least one day prior, with a home visit fee applicable; the candidate invents different hours (6am-6pm daily including Sundays/holidays), a fake phone number and WhatsApp number, a fabricated 'distance-based' fee condition, and other unsupported details not in the document.",claude-sonnet-5,3902,184,0.007233,2026-07-14T19:00:31+00:00
sgh-ip-001-q015,rag-llama3.1-8b,rag,5,3,1,5,False,3.6,"The document explicitly states ICU or HDU deposit is 100,000 LKR with 'Essential items only; restricted visiting' included, but the answer wrongly claims this information is absent, resulting in an unanswered question despite the abstention being technically non-fabricated.",claude-sonnet-5,3103,134,0.0056595,2026-07-14T19:00:31+00:00
sgh-faq-004-q007,ft-local-medium,finetuned,2,1,3,5,False,2.2,"The document states the consultant discusses diagnosis and treatment plan verbally in an understandable language, with written summaries available only upon patient request, but says nothing about automatic written information provided within 24 hours of admission, which the answer fabricates.'",claude-sonnet-5,3608,126,0.006357,2026-07-14T19:00:31+00:00
sgh-fin-001-q020,rag-llama3.1-8b,rag,4,5,5,5,False,4.6,"The core facts (1-3 working days for pre-authorisation, 24-48 hours notification for emergency admissions) match the document exactly, but the citation to 'SGH-FAQ-006' is an unsupported invented reference not present in the provided source.",claude-sonnet-5,3512,128,0.006228,2026-07-14T19:00:31+00:00
sgh-opd-001-q059,ft-local-small,finetuned,1,1,2,5,False,1.6,"The document states the follow-up fee is 50% of the applicable consultation fee (not a flat 1,500 LKR, which is actually the GP fee), so the answer contradicts the source and misstates the checkable fact.",claude-sonnet-5,3255,117,0.00576,2026-07-14T19:00:31+00:00
sgh-er-001-q006,ft-local-large,finetuned,1,1,1,5,False,1.4,"The document states the AEC Registration fee is 1,000 LKR, but the answer incorrectly states it is free, contradicting the source.",claude-sonnet-5,3100,95,0.0053625,2026-07-14T19:00:31+00:00
sgh-su-001-q037,prompt-qwen3.5-9b,prompting,2,1,3,5,False,2.2,"The document states Caesarean Section typical stay is 3 to 4 days, but the answer incorrectly states 2 to 3 days and adds unsupported elaboration about recovery details not present in the source.'",claude-sonnet-5,3310,114,0.00582,2026-07-14T19:00:31+00:00
sgh-opd-001-q003,prompt-gpt,prompting,2,2,2,5,False,2.3,"The document describes a numbered queue system with SMS notification when three patients remain and displayed queue numbers, but the answer invents unsupported details (arriving 15-30 minutes early, phone/website/counter booking process, token issuance procedure) not found in the source and omits the SMS notification feature and the ability to wait elsewhere in the facility.",claude-sonnet-5,3676,162,0.006729,2026-07-14T19:00:31+00:00
sgh-lab-001-q047,prompt-gpt,prompting,2,1,3,5,True,2.2,"The document specifies a 4-hour fast with full bladder for abdominal ultrasound, but the answer invents a 6-hour fasting duration and portrays bladder fullness as conditional/optional rather than required, contradicting the source and giving incorrect prep instructions that could affect scan quality.",claude-sonnet-5,3501,143,0.006324,2026-07-14T19:00:31+00:00
sgh-faq-005-q005,ft-local-medium,finetuned,2,2,2,4,True,2.2,"The document states fasting is not required for non-contrast CT but requires at least a 4-hour fast for contrast-enhanced CT with creatinine check and metformin instructions, which the answer omits entirely, risking incorrect pre-procedure preparation.",claude-sonnet-5,3541,129,0.006279,2026-07-14T19:00:31+00:00
sgh-su-001-q049,ft-local-small,finetuned,1,1,1,1,False,1.0,"The document explicitly states ward accommodation, pre-operative investigations, post-operative medication, and physiotherapy are invoiced separately, but the answer gives a vague, unsupported, and nonsensical response that fails to name any of these items.",claude-sonnet-5,3147,129,0.005688,2026-07-14T19:00:31+00:00
sgh-opd-001-q013,prompt-gpt,prompting,1,1,3,5,False,1.8,"The document states the estimated wait for booked Orthopaedics is 20 to 45 minutes, but the answer fabricates '10 to 30 minutes' and unsupported advice about arriving early and calling the appointment desk.",claude-sonnet-5,3387,120,0.0059805,2026-07-14T19:00:31+00:00
sgh-faq-003-q014,prompt-llama3.1-8b,prompting,1,1,3,5,True,1.8,"The document states the Surgical Helpline is 0112-456-800, but the answer fabricates a different number (011-555-1234, Ext. 221), which could delay a patient from reaching the correct helpline for urgent post-operative symptoms.",claude-sonnet-5,3744,125,0.0065535,2026-07-14T19:00:31+00:00
sgh-faq-002-q005,prompt-gpt,prompting,2,2,3,5,False,2.5,"The document specifies NIC/passport, hospital registration card (if returning), previous investigation reports (originals and copies), referral letter, and list of current medications, but the answer invents 'appointment confirmation,' 'health insurance card,' and 'payment method,' omits the required list of current medications and hospital registration card, and does not match the document's actual list.",claude-sonnet-5,3635,159,0.006645,2026-07-14T19:00:31+00:00
sgh-lab-001-q017,prompt-llama3.1-8b,prompting,1,1,2,4,False,1.5,"The document only lists 'SARS-CoV-2, nasopharyngeal swab' with a 6 to 8 hour turnaround under COVID-19 PCR; the answer invents specific gene targets (Nucleocapsid, ORF1ab), Ct value reporting, and references to WHO/MOH/NIID guidelines that are not mentioned anywhere in the source document.",claude-sonnet-5,3364,176,0.006366,2026-07-14T19:00:31+00:00
sgh-fin-001-q014,prompt-gemini,prompting,1,1,3,5,False,1.8,"The document only states cash is accepted at 'all cashier desks' with no mention of specific locations like Main Lobby, OPD Pharmacy, Channeled Consultation, or Discharge Lounge cashiers, so the candidate invents all the specific location details not found in the source.",claude-sonnet-5,3661,137,0.006519,2026-07-14T19:00:31+00:00
sgh-lab-001-q011,ft-local-medium,finetuned,1,1,2,1,False,1.2,"The document lists Serology as Hepatitis B and C, HIV, Dengue NS1 and IgG/IgM, and Widal, but the answer fabricates a large list of unrelated tests and devolves into a repetitive nonsensical loop of 'anti-TB IgM, anti-TB IgG, anti-TB IgA'.",claude-sonnet-5,3666,158,0.006684,2026-07-14T19:00:31+00:00
sgh-er-001-q015,ft-local-medium,finetuned,1,1,2,5,True,1.6,"The document directs non-urgent patients to OPD or the Nurse Advice Line at Ext. 1199, not to an 'Outpatient Clinic (OPC) on the first floor' or the invented '1800 SERENDIB' number, both of which are fabricated and not found anywhere in the source.",claude-sonnet-5,3166,144,0.005829,2026-07-14T19:00:31+00:00
sgh-opd-001-q011,ft-local-small,finetuned,1,1,3,5,False,1.8,"The document states Orthopaedics runs Mon to Sat, but the answer incorrectly states Monday, Wednesday, Friday (which matches Cardiology/Urology, not Orthopaedics).",claude-sonnet-5,3243,119,0.005757,2026-07-14T19:00:31+00:00
sgh-opd-001-q059,rag-llama3.1-8b,rag,3,3,4,4,False,3.3,"The 50% fee claim matches the document's consultation fees table, but the answer cites a fabricated source ('SGH-FAQ-002') that does not appear in the provided document, which is the actual source (SGH-OPD-001).",claude-sonnet-5,3350,126,0.00597,2026-07-14T19:00:31+00:00
sgh-pi-001-q010,rag-llama3.1-8b,rag,5,5,4,5,False,4.8,"All stated methods match the document verbatim, but the answer omits the acknowledgment/resolution timelines (24 hours acknowledgment, five working days resolution) mentioned in the source.",claude-sonnet-5,3119,108,0.0054885,2026-07-14T19:00:31+00:00
sgh-ip-001-q005,prompt-gpt,prompting,1,1,2,5,False,1.6,"The document specifies no fixed visiting hours, allows up to three visitors in Private Rooms/Suites (not just two everywhere), permits children under 12 in Private Rooms/Suites with parental supervision (not 'not permitted except special approval'), and says nothing about hand sanitizing, masks, or infectious-condition bans—all of which the answer invents rather than reflecting the source.",claude-sonnet-5,3333,174,0.0063045,2026-07-14T19:00:31+00:00
sgh-er-001-q006,prompt-qwen3.5-9b,prompting,1,1,3,5,False,1.8,"The document states AEC Registration costs 1,000 LKR and stands for Accident, Emergency and Casualty, but the answer invents a fee of 1,500 LKR and falsely calls it 'Ambulance Emergency Care'.",claude-sonnet-5,3227,125,0.005778,2026-07-14T19:00:31+00:00
sgh-su-001-q048,ft-local-small,finetuned,1,1,2,3,False,1.4,"The document states costs encompass surgeon's fee, anaesthetist's fee, theatre charges, and standard consumables, but the answer wrongly claims anesthesia and equipment are not included, directly contradicting the source.",claude-sonnet-5,3166,119,0.0056415,2026-07-14T19:00:31+00:00
sgh-lab-001-q047,rag-llama3.1-8b,rag,5,3,1,4,False,3.5,"The document explicitly states abdominal ultrasound requires a 4-hour fast and full bladder, but the answer incorrectly claims no such information exists, failing to answer the question despite the data being present.",claude-sonnet-5,3288,111,0.0057645,2026-07-14T19:00:31+00:00
